Item = 805	117	0	0	0	0	26	0	0	0	0	0	0	0	0	0
Item = 806	118	0	0	0	0	3	0	0	0	0	0	0	0	1	0
Item = 807	119	0	0	0	0	4	0	0	0	0	0	0	0	3	0
Item = 800	112	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Item = 801	113	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Item = 802	114	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Item = 803	115	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Item = 812	124	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Item = 813	125	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Item = 814	126	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Item = 815	127	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Item = 808	120	0	0	0	0	5	0	0	0	0	0	0	0	4	0
Item = 809	121	0	0	0	0	8	0	0	0	0	0	0	0	7	0
Item = 810	122	0	0	0	0	11	0	0	0	0	0	0	0	10	0
Item = 811	123	0	0	0	0	15	0	0	0	0	0	0	0	14	0
Item = 775	105	2	2	2	0	0	8	9	0	0	0	0	2	0	0
Item = 772	103	-1	-1	10	10	0	2	3	1	10	0	0	0	0	0
Item = 778	108	2	2	2	0	0	8	9	0	0	0	0	2	0	0
Item = 776	106	2	2	2	0	0	8	9	0	0	0	0	2	0	0
Item = 777	107	2	2	2	0	0	8	9	0	0	0	0	2	0	0
Item = 883	-1	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Item = 882	-1	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Item = 885	-1	0	0	0	0	0	0	0	0	0	0	0	0	10	0
Item = 884	-1	0	0	0	0	0	0	0	0	0	0	0	0	10	0
Item = 887	-1	0	0	0	0	0	0	0	0	0	0	0	0	16	0
Item = 886	-1	0	0	0	0	0	0	0	0	0	0	0	0	16	0
Item = 889	-1	0	0	0	0	0	0	0	0	0	0	0	0	22	0
Item = 888	-1	0	0	0	0	0	0	0	0	0	0	0	0	22	0
Item = 891	-1	0	0	0	0	0	0	0	0	0	0	0	0	31	0
Item = 890	-1	0	0	0	0	0	0	0	0	0	0	0	0	31	0
Item = 892	-1	0	0	0	0	0	0	0	0	0	0	0	0	49	0
Item = 864	157	0	0	0	0	4	0	0	0	0	0	0	0	3	0
Item = 865	158	0	0	0	0	8	0	0	0	0	0	0	0	7	0
Item = 866	159	0	0	0	0	11	0	0	0	0	0	0	0	10	0
Item = 867	160	0	0	0	0	15	0	0	0	0	0	0	0	14	0
Item = 868	161	0	0	0	0	25	0	0	0	0	0	0	0	24	0
Item = 869	162	0	0	0	0	10	0	0	0	0	0	0	0	8	0
Item = 870	163	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Item = 871	164	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Item = 872	165	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Item = 873	166	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Item = 874	167	0	0	0	0	15	0	0	0	0	0	0	0	0	0
Item = 875	168	0	0	0	0	25	0	0	0	0	0	0	0	0	0
Item = 851	150	0	0	0	0	29	0	0	0	0	0	0	0	0	0
Item = 849	149	0	0	0	0	20	0	0	0	0	0	0	0	0	0
Item = 855	152	0	0	0	0	47	0	0	0	0	0	0	0	0	0
Item = 853	151	0	0	0	0	29	0	0	0	0	0	0	0	0	0
Item = 859	154	0	0	0	0	69	0	0	0	0	0	0	0	0	0
Item = 856	-1	0	0	0	0	47	0	0	0	0	0	0	0	0	0
Item = 863	156	0	0	0	0	5	0	0	0	0	0	0	0	4	0
Item = 861	155	0	0	0	0	69	0	0	0	0	0	0	0	0	0
Item = 834	140	0	0	0	0	17	0	0	0	0	0	0	0	0	0
Item = 835	141	0	0	0	0	24	0	0	0	0	0	0	0	0	0
Item = 832	138	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Item = 833	139	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Item = 839	144	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Item = 836	142	0	0	0	0	38	0	0	0	0	0	0	0	0	0
Item = 837	143	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Item = 843	146	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Item = 841	145	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Item = 847	148	0	0	0	0	20	0	0	0	0	0	0	0	0	0
Item = 845	147	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Item = 1017	184	0	0	0	2	0	0	0	0	2	0	0	0	0	0
Item = 1019	185	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Item = 1021	186	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Item = 1023	187	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Item = 1007	179	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Item = 1101	227	0	0	0	-15	0	10	15	19	-3	12	0	0	0	0
Item = 1103	228	0	0	0	-15	0	7	11	13	-9	9	0	0	0	0
Item = 1097	225	0	0	0	-5	6	15	16	17	6	16	0	0	0	0
Item = 1099	226	0	0	0	-10	11	25	19	27	14	25	0	0	0	0
Item = 1093	223	0	0	0	-21	-7	51	49	47	-4	49	0	0	0	0
Item = 1095	224	0	0	0	0	4	2	2	1	0	0	0	0	0	0
Item = 1089	221	0	0	0	-21	-7	21	20	19	-4	20	0	0	0	0
Item = 1091	222	0	0	0	-21	-7	33	31	29	-4	31	0	0	0	0
Item = 1117	235	0	0	0	-30	-10	15	14	9	-6	14	0	0	0	0
Item = 1119	236	0	0	0	-30	-10	32	31	24	-6	31	0	0	0	0
Item = 1113	233	0	0	0	-15	0	63	72	78	-3	65	0	0	0	0
Item = 1115	234	0	0	0	-30	-10	21	20	12	-6	20	0	0	0	0
Item = 1109	231	0	0	0	-15	0	25	35	42	-3	19	0	0	0	0
Item = 1111	232	0	0	0	-15	0	36	50	61	-3	38	0	0	0	0
Item = 1105	229	0	0	0	-15	0	17	25	30	-3	12	0	0	0	0
Item = 1107	230	0	0	0	-15	0	22	32	39	-3	24	0	0	0	0
Item = 1135	244	0	0	0	-18	15	40	32	45	20	40	0	0	0	0
Item = 1133	243	0	0	0	-4	8	18	25	22	8	25	0	0	0	0
Item = 1131	242	0	0	0	-4	8	12	15	18	6	15	0	0	0	0
Item = 1129	241	0	0	0	-2	2	8	9	10	4	9	0	0	0	0
Item = 1127	240	0	0	0	-30	-10	82	80	72	-6	80	0	0	0	0
Item = 1125	239	0	0	0	-30	-10	41	40	30	-6	40	0	0	0	0
Item = 1123	238	0	0	0	-30	-10	65	63	55	-6	63	0	0	0	0
Item = 1121	237	0	0	0	-30	-10	46	44	38	-6	44	0	0	0	0
Item = 1151	252	0	0	0	-3	-1	9	10	8	-1	9	0	0	0	0
Item = 1149	251	0	0	0	-3	-1	33	35	32	-1	38	0	0	0	0
Item = 1147	250	0	0	0	-3	-1	22	23	21	-1	22	0	0	0	0
Item = 1145	249	0	0	0	-3	-1	14	15	13	-1	14	0	0	0	0
Item = 1143	248	0	0	0	-3	-1	9	10	8	-1	9	0	0	0	0
Item = 1141	247	0	0	0	-3	-1	7	8	6	-1	7	0	0	0	0
Item = 1139	246	0	0	0	-3	-1	3	4	2	-1	3	0	0	0	0
Item = 1137	245	0	0	0	-3	-3	4	5	3	-1	4	0	0	0	0
Item = 1033	192	0	0	0	2	0	0	0	3	0	0	0	0	0	0
Item = 1035	193	0	0	0	2	0	0	0	3	0	0	0	0	0	0
Item = 1027	189	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Item = 1029	190	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Item = 1031	191	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Item = 1052	202	0	0	0	0	0	7	7	7	7	7	0	0	0	0
Item = 1067	210	0	0	0	-21	-7	11	10	10	-4	10	0	0	0	0
Item = 1065	209	0	0	0	-15	8	3	2	4	2	0	0	0	0	0
Item = 1071	212	0	0	0	-21	-7	24	22	20	-4	22	0	0	0	0
Item = 1069	211	0	0	0	-21	-7	17	16	15	-4	16	0	0	0	0
Item = 1059	206	0	0	0	0	0	0	1	2	0	0	0	0	0	0
Item = 1063	208	0	0	0	0	4	2	2	1	0	0	0	0	0	0
Item = 1061	207	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Item = 1083	218	0	0	0	-21	-7	17	16	15	-4	16	0	0	0	0
Item = 1081	217	0	0	0	-21	-7	11	10	10	-4	10	0	0	0	0
Item = 1087	220	0	0	0	-21	-7	8	7	6	-4	7	0	0	0	0
Item = 1085	219	0	0	0	-21	-7	24	22	20	-4	22	0	0	0	0
Item = 1075	214	0	0	0	-21	-7	8	7	6	-4	7	0	0	0	0
Item = 1073	213	0	0	0	-21	-7	33	31	29	-4	31	0	0	0	0
Item = 1079	216	0	0	0	-21	-7	51	49	47	-4	49	0	0	0	0
Item = 1077	215	0	0	0	-21	-7	21	20	19	-4	20	0	0	0	0
Item = 1221	287	4	2	-4	0	0	0	0	0	1	0	0	3	0	0
Item = 1223	288	8	4	-4	1	0	0	0	0	1	0	0	7	0	0
Item = 1217	285	10	5	-4	1	0	0	0	0	1	0	0	7	0	0
Item = 1219	286	5	3	-4	1	0	0	0	0	1	0	0	4	0	0
Item = 1229	291	25	12	-4	0	0	0	0	0	1	0	0	24	0	0
Item = 1231	292	40	25	-4	1	0	0	0	0	1	0	0	40	0	0
Item = 1225	289	11	5	-4	1	0	0	0	0	1	0	0	10	0	0
Item = 1227	290	15	8	-4	0	0	0	0	0	1	0	0	14	0	0
Item = 1237	295	5	5	5	0	0	1	1	0	0	0	0	7	0	0
Item = 1239	296	8	8	8	0	0	1	1	0	0	0	0	10	0	0
Item = 1233	293	10	5	-4	1	0	0	0	0	1	0	0	7	0	0
Item = 1245	299	24	24	24	0	0	1	1	0	0	0	0	28	0	0
Item = 1247	300	36	36	36	0	0	1	1	0	0	0	0	42	0	0
Item = 1241	297	12	12	12	0	0	1	1	0	0	0	0	12	0	0
Item = 1243	298	17	17	17	0	0	1	1	0	0	0	0	0	0	18
Item = 1253	303	8	8	8	0	0	1	1	0	0	0	0	10	0	0
Item = 1251	302	5	5	5	0	0	1	1	0	0	0	0	7	0	0
Item = 1249	301	55	55	55	0	0	5	5	5	5	5	0	60	0	0
Item = 1263	308	55	55	55	0	0	5	5	5	5	5	0	60	0	0
Item = 1261	307	36	36	36	0	0	1	1	0	0	0	0	42	0	0
Item = 1259	306	24	24	24	0	0	1	1	0	0	0	0	28	0	0
Item = 1257	305	17	17	17	0	0	1	1	0	0	0	0	0	0	18
Item = 1271	312	17	-2	15	0	0	0	1	0	0	0	0	19	0	0
Item = 1269	311	8	-2	6	0	0	0	2	0	0	0	0	9	0	0
Item = 1267	310	5	-2	3	0	0	0	2	0	0	0	0	7	0	0
Item = 1265	309	4	-2	2	0	0	0	2	0	0	0	0	5	0	0
Item = 1279	316	6	4	-2	-4	-1	0	2	1	0	-1	0	7	0	0
Item = 1277	315	4	3	-2	0	0	0	2	1	0	0	0	5	0	0
Item = 1275	314	26	-2	24	0	0	0	1	0	0	0	0	29	0	0
Item = 1273	313	12	-2	10	0	0	0	2	0	0	0	0	13	0	0
Item = 1153	253	0	0	0	-6	-2	6	7	5	-1	6	0	0	0	0
Item = 1155	254	0	0	0	-6	-2	4	5	3	-1	4	0	0	0	0
Item = 1157	255	0	0	0	-6	-2	9	10	7	-1	9	0	0	0	0
Item = 1159	256	0	0	0	-6	-2	13	14	11	-1	13	0	0	0	0
Item = 1161	257	0	0	0	-6	-2	19	21	16	-1	19	0	0	0	0
Item = 1163	258	0	0	0	-6	-2	30	32	27	-1	30	0	0	0	0
Item = 1165	259	0	0	0	-6	-2	12	13	10	-1	12	0	0	0	0
Item = 1167	260	0	0	0	0	1	2	3	4	2	3	0	0	0	0
Item = 1169	261	0	0	0	-1	2	4	6	8	4	4	0	0	0	0
Item = 1171	262	0	0	0	0	0	4	5	3	1	4	0	0	0	0
Item = 1173	263	0	0	0	-6	-2	5	6	4	0	5	0	0	0	0
Item = 1175	264	0	0	0	-6	-2	8	9	7	0	8	0	0	0	0
Item = 1177	265	0	0	0	-6	-2	12	13	11	0	12	0	0	0	0
Item = 1179	266	0	0	0	-6	-2	15	16	14	0	15	0	0	0	0
Item = 1181	267	0	0	0	-6	-2	17	19	15	0	17	0	0	0	0
Item = 1183	268	0	0	0	-6	-2	24	26	22	0	24	0	0	0	0
Item = 1187	270	0	0	0	-6	-2	50	52	48	0	50	0	0	0	0
Item = 1185	269	0	0	0	-6	-2	38	40	36	0	38	0	0	0	0
Item = 1191	272	0	0	0	-8	-2	8	10	9	-1	9	0	0	0	0
Item = 1189	271	0	0	0	-6	-2	5	7	6	-1	6	0	0	0	0
Item = 1195	274	0	0	0	-8	-2	17	19	18	-1	18	0	0	0	0
Item = 1193	273	0	0	0	-8	-2	13	15	14	-1	14	0	0	0	0
Item = 1199	276	0	0	0	-8	-2	27	31	29	-1	29	0	0	0	0
Item = 1197	275	0	0	0	-8	-2	18	22	20	-1	20	0	0	0	0
Item = 1203	278	5	3	-4	1	0	0	0	0	1	0	0	4	0	0
Item = 1201	277	0	0	0	-8	-2	44	48	46	-1	46	0	0	0	0
Item = 1207	280	8	4	-4	1	0	0	0	0	1	0	0	7	0	0
Item = 1205	279	4	2	-4	0	0	0	0	0	1	0	0	3	0	0
Item = 1211	282	15	8	-4	0	0	0	0	0	1	0	0	14	0	0
Item = 1209	281	11	5	-4	1	0	0	0	0	1	0	0	10	0	0
Item = 1215	284	40	25	-4	1	0	0	0	0	1	0	0	40	0	0
Item = 1213	283	25	12	-4	0	0	0	0	0	1	0	0	24	0	0
Item = 1375	364	-2	6	3	0	0	0	0	0	0	0	0	9	0	0
Item = 1373	363	-2	48	43	0	0	0	0	0	0	0	0	64	0	0
Item = 1371	362	-2	31	26	0	0	0	0	0	0	0	0	41	0	0
Item = 1369	361	-2	22	17	0	0	0	0	0	0	0	0	29	0	0
Item = 1367	360	-2	20	15	0	0	0	0	0	0	0	0	24	0	0
Item = 1365	359	-2	16	11	0	0	0	0	0	0	0	0	20	0	0
Item = 1363	358	-2	8	5	0	0	0	0	0	0	0	0	13	0	0
Item = 1361	357	-2	10	8	0	0	0	0	0	0	0	0	12	0	0
Item = 1359	356	-2	26	24	0	0	0	0	0	0	0	0	29	0	0
Item = 1357	355	-2	17	15	0	0	0	0	0	0	0	0	19	0	0
Item = 1355	354	-2	12	10	0	0	0	0	0	0	0	0	10	0	0
Item = 1353	353	-2	8	6	0	0	0	0	0	0	0	0	9	0	0
Item = 1351	352	2	4	2	0	0	0	0	0	0	0	0	5	0	0
Item = 1349	351	-2	5	3	0	0	0	0	0	0	0	0	7	0	0
Item = 1347	350	-4	-4	53	-4	0	0	0	0	0	0	0	48	0	0
Item = 1345	349	-4	-4	33	-4	0	0	0	0	0	0	0	31	0	0
Item = 1405	379	10	-1	40	10	0	2	3	1	10	0	0	50	0	0
Item = 1407	380	10	-1	40	10	0	2	3	1	10	0	0	50	0	0
Item = 1401	377	10	-1	40	10	0	2	3	1	10	0	0	50	0	0
Item = 1403	378	10	-1	40	10	0	2	3	1	10	0	0	50	0	0
Item = 1397	375	7	-1	28	10	0	2	3	1	10	0	0	35	0	0
Item = 1399	376	7	-1	28	10	0	2	3	1	10	0	0	35	0	0
Item = 1393	373	7	-1	28	10	0	2	3	1	10	0	0	35	0	0
Item = 1395	374	7	-1	28	10	0	2	3	1	10	0	0	35	0	0
Item = 1389	371	2	-1	10	10	0	2	3	1	10	0	0	7	0	0
Item = 1391	372	7	-1	25	10	0	2	3	1	10	0	0	32	0	0
Item = 1385	369	3	-1	9	10	0	2	3	1	10	0	0	6	0	0
Item = 1387	370	3	-1	9	10	0	2	3	1	10	0	0	6	0	0
Item = 1381	367	3	-1	9	10	0	2	3	1	10	0	0	6	0	0
Item = 1383	368	3	-1	9	10	0	2	3	1	10	0	0	6	0	0
Item = 1377	365	-2	70	65	0	0	0	0	0	0	0	0	85	0	0
Item = 1379	366	0	-1	7	4	0	2	3	1	4	0	0	3	0	0
Item = 1307	330	-4	9	8	-4	0	0	0	0	0	-1	0	10	0	0
Item = 1305	329	58	69	-2	0	0	0	3	2	0	0	0	71	0	0
Item = 1311	332	-4	21	16	-4	0	0	0	0	0	-1	0	22	0	0
Item = 1309	331	-4	13	10	-4	0	0	0	0	0	-1	0	14	0	0
Item = 1299	326	15	20	-2	0	0	3	2	0	0	0	0	22	0	0
Item = 1297	325	13	18	-2	0	0	0	3	2	0	0	0	16	0	0
Item = 1303	328	38	47	-2	0	0	0	3	2	0	0	0	49	0	0
Item = 1301	327	20	29	-2	0	0	3	2	0	0	0	0	31	0	0
Item = 1291	322	4	2	-2	0	0	3	2	0	0	0	0	7	0	0
Item = 1289	321	38	26	-2	0	0	0	3	2	0	0	0	39	0	0
Item = 1295	324	9	14	0	0	0	3	2	0	0	0	0	15	0	0
Item = 1293	323	6	4	-2	-4	-1	3	2	0	0	0	0	10	0	0
Item = 1283	318	14	10	-2	0	0	0	2	1	0	0	0	12	0	0
Item = 1281	317	11	8	-2	-4	-1	2	1	0	0	0	0	12	0	0
Item = 1287	320	23	18	-2	-4	0	2	1	0	0	0	0	24	0	0
Item = 1285	319	16	11	-2	0	0	2	1	0	0	0	0	17	0	0
Item = 1337	345	-4	-4	10	-4	0	0	0	0	0	0	0	8	0	0
Item = 1339	346	-4	-4	18	-4	0	0	0	0	0	0	0	16	0	0
Item = 1341	347	-4	-4	22	-4	0	0	0	0	0	0	0	19	0	0
Item = 1343	348	-4	-4	25	0	0	0	0	0	0	0	0	20	0	0
Item = 1329	341	5	21	-2	0	0	0	0	0	0	0	0	20	0	0
Item = 1331	342	6	29	-2	0	0	0	0	0	0	0	0	28	0	0
Item = 1333	343	7	45	-2	0	0	0	0	0	0	0	0	44	0	0
Item = 1335	344	-4	-4	11	-4	0	0	0	0	0	0	0	9	0	0
Item = 1321	337	1	7	-2	0	0	0	0	0	0	0	0	6	0	0
Item = 1323	338	2	10	-2	0	0	0	0	0	0	0	0	9	0	0
Item = 1325	339	3	15	-2	0	0	0	0	0	0	0	0	14	0	0
Item = 1327	340	4	19	-2	0	0	0	0	0	0	0	0	14	0	0
Item = 1313	333	-4	27	21	-4	0	0	0	0	0	-1	0	28	0	0
Item = 1315	334	-4	30	24	-4	0	0	0	0	0	-1	0	31	0	0
Item = 1317	335	-4	43	30	-4	0	0	0	0	0	1	0	44	0	0
Item = 1319	336	-4	69	50	-4	0	0	0	0	0	-1	0	70	0	0
Item = 1478	391	4	4	4	4	4	0	0	0	0	0	0	0	0	0
Item = 1426	386	8	-2	16	0	0	0	0	0	0	0	0	13	0	2
Item = 1424	385	7	-2	13	0	0	0	0	0	0	0	0	11	0	2
Item = 1430	388	13	-2	25	0	0	0	0	0	0	0	0	23	0	3
Item = 1428	387	11	-2	11	0	0	0	0	0	0	0	0	16	0	3
Item = 1434	390	40	-2	60	0	0	-2	0	0	0	0	0	55	0	5
Item = 1432	389	20	-2	39	0	0	-2	0	0	0	0	0	36	0	4
Item = 1409	381	10	-1	40	10	0	2	3	1	10	0	0	50	0	0
Item = 1419	382	0	0	0	3	1	0	0	0	0	0	0	10	0	0
Item = 1422	384	2	-2	6	0	0	0	0	0	0	0	0	5	0	1
Item = 1420	383	4	-2	9	0	0	-2	0	0	0	0	0	7	0	1
Item = 1540	396	0	0	0	0	0	7	9	8	2	8	0	0	0	0
Item = 1729	431	0	0	0	0	0	7	7	7	7	7	0	0	0	0
Item = 1731	432	6	6	6	6	6	6	6	6	6	6	0	4	0	1
Item = 1710	423	10	10	10	10	10	3	3	3	3	3	0	6	0	3
Item = 1708	422	10	10	10	10	10	3	3	3	3	3	0	6	0	3
Item = 1706	421	10	10	10	10	10	3	3	3	3	3	0	6	0	3
Item = 1704	420	10	10	10	10	10	3	3	3	3	3	0	6	0	3
Item = 1718	426	0	0	0	0	0	2	2	2	2	2	0	0	0	8
Item = 1712	424	10	10	10	10	10	3	3	3	3	3	0	6	0	3
Item = 1727	430	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Item = 1724	428	2	2	2	2	2	0	0	0	0	0	0	0	0	8
Item = 1725	429	0	0	0	0	0	0	0	0	0	0	0	10	0	0
Item = 2489	474	0	0	0	-10	10	5	4	6	6	0	0	0	0	0
Item = 2491	475	0	0	0	-10	11	6	5	7	8	0	0	0	0	0
Item = 2493	476	0	0	0	-10	11	25	19	27	14	25	0	0	0	0
Item = 2495	477	0	0	0	-10	14	28	22	30	20	28	0	0	0	0
Item = 2487	473	0	0	0	-10	9	4	3	5	4	0	0	0	0	0
Item = 2503	481	0	0	0	-15	30	55	47	60	50	55	0	0	0	0
Item = 2501	480	0	0	0	-15	25	50	42	55	40	50	0	0	0	0
Item = 2499	479	0	0	0	-15	20	45	37	50	30	45	0	0	0	0
Item = 2497	478	0	0	0	-10	17	31	25	33	28	31	0	0	0	0
Item = 2402	455	9	14	-2	0	0	0	3	2	1	0	0	12	0	0
Item = 2412	458	0	0	0	10	0	1	1	2	10	0	0	0	0	0
Item = 2413	459	0	0	0	10	0	1	1	2	10	0	0	0	0	0
Item = 2414	460	0	0	0	10	0	1	1	2	10	0	0	0	0	0
Item = 2415	461	-1	-1	6	6	0	2	3	1	6	0	0	0	0	20
Item = 2417	463	-1	-1	6	6	0	2	3	1	6	0	0	0	0	20
Item = 2416	462	-1	-1	6	6	0	2	3	1	6	0	0	0	0	20
Item = 2615	505	0	0	0	-30	-10	82	80	72	-6	80	0	0	0	0
Item = 2613	504	0	0	0	-6	-2	19	21	16	-1	19	0	0	0	0
Item = 2611	503	0	0	0	-8	-2	27	31	29	-1	29	0	0	0	0
Item = 2609	502	0	0	0	-21	-7	33	31	29	-4	31	0	0	0	0
Item = 2623	509	0	0	0	-30	-10	82	80	72	-6	80	0	0	0	0
Item = 2621	508	0	0	0	-8	-2	44	48	46	-1	46	0	0	0	0
Item = 2619	507	0	0	0	-6	-2	30	32	27	-1	30	0	0	0	0
Item = 2617	506	0	0	0	-21	-7	51	49	47	-4	49	0	0	0	0
